Area (level 1),Area (level 2),Area (level 3),Age group in years,Indicator,Value
KOSHI,Morang,Sunwarshi Municipality,All Ages,Population - Total,56034
KOSHI,Morang,Sunwarshi Municipality,All Ages,Population - Male,26995
KOSHI,Morang,Sunwarshi Municipality,All Ages,Population - Female,29039
KOSHI,Morang,Sunwarshi Municipality,00-04 Yrs.,Population - Total,5309
KOSHI,Morang,Sunwarshi Municipality,00-04 Yrs.,Population - Male,2704
KOSHI,Morang,Sunwarshi Municipality,00-04 Yrs.,Population - Female,2605
KOSHI,Morang,Sunwarshi Municipality,05-09 Yrs.,Population - Total,6042
KOSHI,Morang,Sunwarshi Municipality,05-09 Yrs.,Population - Male,3059
KOSHI,Morang,Sunwarshi Municipality,05-09 Yrs.,Population - Female,2983
KOSHI,Morang,Sunwarshi Municipality,10-14 Yrs.,Population - Total,5699
KOSHI,Morang,Sunwarshi Municipality,10-14 Yrs.,Population - Male,2925
KOSHI,Morang,Sunwarshi Municipality,10-14 Yrs.,Population - Female,2774
KOSHI,Morang,Sunwarshi Municipality,15-19 Yrs.,Population - Total,5635
KOSHI,Morang,Sunwarshi Municipality,15-19 Yrs.,Population - Male,2651
KOSHI,Morang,Sunwarshi Municipality,15-19 Yrs.,Population - Female,2984
KOSHI,Morang,Sunwarshi Municipality,20-24 Yrs.,Population - Total,4921
KOSHI,Morang,Sunwarshi Municipality,20-24 Yrs.,Population - Male,2142
KOSHI,Morang,Sunwarshi Municipality,20-24 Yrs.,Population - Female,2779
KOSHI,Morang,Sunwarshi Municipality,25-29 Yrs.,Population - Total,4468
KOSHI,Morang,Sunwarshi Municipality,25-29 Yrs.,Population - Male,1982
KOSHI,Morang,Sunwarshi Municipality,25-29 Yrs.,Population - Female,2486
KOSHI,Morang,Sunwarshi Municipality,30-34 Yrs.,Population - Total,3696
KOSHI,Morang,Sunwarshi Municipality,30-34 Yrs.,Population - Male,1654
KOSHI,Morang,Sunwarshi Municipality,30-34 Yrs.,Population - Female,2042
KOSHI,Morang,Sunwarshi Municipality,35-39 Yrs.,Population - Total,3957
KOSHI,Morang,Sunwarshi Municipality,35-39 Yrs.,Population - Male,1763
KOSHI,Morang,Sunwarshi Municipality,35-39 Yrs.,Population - Female,2194
KOSHI,Morang,Sunwarshi Municipality,40-44 Yrs.,Population - Total,3260
KOSHI,Morang,Sunwarshi Municipality,40-44 Yrs.,Population - Male,1662
KOSHI,Morang,Sunwarshi Municipality,40-44 Yrs.,Population - Female,1598
KOSHI,Morang,Sunwarshi Municipality,45-49 Yrs.,Population - Total,2744
KOSHI,Morang,Sunwarshi Municipality,45-49 Yrs.,Population - Male,1319
KOSHI,Morang,Sunwarshi Municipality,45-49 Yrs.,Population - Female,1425
KOSHI,Morang,Sunwarshi Municipality,50-54 Yrs.,Population - Total,2485
KOSHI,Morang,Sunwarshi Municipality,50-54 Yrs.,Population - Male,1251
KOSHI,Morang,Sunwarshi Municipality,50-54 Yrs.,Population - Female,1234
KOSHI,Morang,Sunwarshi Municipality,55-59 Yrs.,Population - Total,2136
KOSHI,Morang,Sunwarshi Municipality,55-59 Yrs.,Population - Male,1069
KOSHI,Morang,Sunwarshi Municipality,55-59 Yrs.,Population - Female,1067
KOSHI,Morang,Sunwarshi Municipality,60-64 Yrs.,Population - Total,1878
KOSHI,Morang,Sunwarshi Municipality,60-64 Yrs.,Population - Male,847
KOSHI,Morang,Sunwarshi Municipality,60-64 Yrs.,Population - Female,1031
KOSHI,Morang,Sunwarshi Municipality,65-69 Yrs.,Population - Total,1645
KOSHI,Morang,Sunwarshi Municipality,65-69 Yrs.,Population - Male,814
KOSHI,Morang,Sunwarshi Municipality,65-69 Yrs.,Population - Female,831
KOSHI,Morang,Sunwarshi Municipality,70-74 Yrs.,Population - Total,1238
KOSHI,Morang,Sunwarshi Municipality,70-74 Yrs.,Population - Male,667
KOSHI,Morang,Sunwarshi Municipality,70-74 Yrs.,Population - Female,571
KOSHI,Morang,Sunwarshi Municipality,75-79 Yrs.,Population - Total,551
KOSHI,Morang,Sunwarshi Municipality,75-79 Yrs.,Population - Male,302
KOSHI,Morang,Sunwarshi Municipality,75-79 Yrs.,Population - Female,249
KOSHI,Morang,Sunwarshi Municipality,80-84 Yrs.,Population - Total,198
KOSHI,Morang,Sunwarshi Municipality,80-84 Yrs.,Population - Male,102
KOSHI,Morang,Sunwarshi Municipality,80-84 Yrs.,Population - Female,96
KOSHI,Morang,Sunwarshi Municipality,85-89 Yrs.,Population - Total,89
KOSHI,Morang,Sunwarshi Municipality,85-89 Yrs.,Population - Male,42
KOSHI,Morang,Sunwarshi Municipality,85-89 Yrs.,Population - Female,47
KOSHI,Morang,Sunwarshi Municipality,90-94 Yrs.,Population - Total,46
KOSHI,Morang,Sunwarshi Municipality,90-94 Yrs.,Population - Male,25
KOSHI,Morang,Sunwarshi Municipality,90-94 Yrs.,Population - Female,21
KOSHI,Morang,Sunwarshi Municipality,95+ Yrs.,Population - Total,37
KOSHI,Morang,Sunwarshi Municipality,95+ Yrs.,Population - Male,15
KOSHI,Morang,Sunwarshi Municipality,95+ Yrs.,Population - Female,22
KOSHI,Morang,Rangeli Municipality,All Ages,Population - Total,57494
KOSHI,Morang,Rangeli Municipality,All Ages,Population - Male,27974
KOSHI,Morang,Rangeli Municipality,All Ages,Population - Female,29520
KOSHI,Morang,Rangeli Municipality,00-04 Yrs.,Population - Total,4826
KOSHI,Morang,Rangeli Municipality,00-04 Yrs.,Population - Male,2499
KOSHI,Morang,Rangeli Municipality,00-04 Yrs.,Population - Female,2327
KOSHI,Morang,Rangeli Municipality,05-09 Yrs.,Population - Total,5357
KOSHI,Morang,Rangeli Municipality,05-09 Yrs.,Population - Male,2686
KOSHI,Morang,Rangeli Municipality,05-09 Yrs.,Population - Female,2671
KOSHI,Morang,Rangeli Municipality,10-14 Yrs.,Population - Total,5415
KOSHI,Morang,Rangeli Municipality,10-14 Yrs.,Population - Male,2748
KOSHI,Morang,Rangeli Municipality,10-14 Yrs.,Population - Female,2667
KOSHI,Morang,Rangeli Municipality,15-19 Yrs.,Population - Total,5446
KOSHI,Morang,Rangeli Municipality,15-19 Yrs.,Population - Male,2700
KOSHI,Morang,Rangeli Municipality,15-19 Yrs.,Population - Female,2746
KOSHI,Morang,Rangeli Municipality,20-24 Yrs.,Population - Total,5191
KOSHI,Morang,Rangeli Municipality,20-24 Yrs.,Population - Male,2338
KOSHI,Morang,Rangeli Municipality,20-24 Yrs.,Population - Female,2853
KOSHI,Morang,Rangeli Municipality,25-29 Yrs.,Population - Total,4834
KOSHI,Morang,Rangeli Municipality,25-29 Yrs.,Population - Male,2196
KOSHI,Morang,Rangeli Municipality,25-29 Yrs.,Population - Female,2638
KOSHI,Morang,Rangeli Municipality,30-34 Yrs.,Population - Total,3793
KOSHI,Morang,Rangeli Municipality,30-34 Yrs.,Population - Male,1783
KOSHI,Morang,Rangeli Municipality,30-34 Yrs.,Population - Female,2010
KOSHI,Morang,Rangeli Municipality,35-39 Yrs.,Population - Total,4132
KOSHI,Morang,Rangeli Municipality,35-39 Yrs.,Population - Male,1868
KOSHI,Morang,Rangeli Municipality,35-39 Yrs.,Population - Female,2264
KOSHI,Morang,Rangeli Municipality,40-44 Yrs.,Population - Total,3376
KOSHI,Morang,Rangeli Municipality,40-44 Yrs.,Population - Male,1656
KOSHI,Morang,Rangeli Municipality,40-44 Yrs.,Population - Female,1720
KOSHI,Morang,Rangeli Municipality,45-49 Yrs.,Population - Total,3065
KOSHI,Morang,Rangeli Municipality,45-49 Yrs.,Population - Male,1537
KOSHI,Morang,Rangeli Municipality,45-49 Yrs.,Population - Female,1528
KOSHI,Morang,Rangeli Municipality,50-54 Yrs.,Population - Total,2964
KOSHI,Morang,Rangeli Municipality,50-54 Yrs.,Population - Male,1449
KOSHI,Morang,Rangeli Municipality,50-54 Yrs.,Population - Female,1515
KOSHI,Morang,Rangeli Municipality,55-59 Yrs.,Population - Total,2590
KOSHI,Morang,Rangeli Municipality,55-59 Yrs.,Population - Male,1287
KOSHI,Morang,Rangeli Municipality,55-59 Yrs.,Population - Female,1303
KOSHI,Morang,Rangeli Municipality,60-64 Yrs.,Population - Total,2118
KOSHI,Morang,Rangeli Municipality,60-64 Yrs.,Population - Male,1026
KOSHI,Morang,Rangeli Municipality,60-64 Yrs.,Population - Female,1092
KOSHI,Morang,Rangeli Municipality,65-69 Yrs.,Population - Total,1831
KOSHI,Morang,Rangeli Municipality,65-69 Yrs.,Population - Male,916
KOSHI,Morang,Rangeli Municipality,65-69 Yrs.,Population - Female,915
KOSHI,Morang,Rangeli Municipality,70-74 Yrs.,Population - Total,1365
KOSHI,Morang,Rangeli Municipality,70-74 Yrs.,Population - Male,673
KOSHI,Morang,Rangeli Municipality,70-74 Yrs.,Population - Female,692
KOSHI,Morang,Rangeli Municipality,75-79 Yrs.,Population - Total,697
KOSHI,Morang,Rangeli Municipality,75-79 Yrs.,Population - Male,367
KOSHI,Morang,Rangeli Municipality,75-79 Yrs.,Population - Female,330
KOSHI,Morang,Rangeli Municipality,80-84 Yrs.,Population - Total,257
KOSHI,Morang,Rangeli Municipality,80-84 Yrs.,Population - Male,138
KOSHI,Morang,Rangeli Municipality,80-84 Yrs.,Population - Female,119
KOSHI,Morang,Rangeli Municipality,85-89 Yrs.,Population - Total,145
KOSHI,Morang,Rangeli Municipality,85-89 Yrs.,Population - Male,76
KOSHI,Morang,Rangeli Municipality,85-89 Yrs.,Population - Female,69
KOSHI,Morang,Rangeli Municipality,90-94 Yrs.,Population - Total,57
KOSHI,Morang,Rangeli Municipality,90-94 Yrs.,Population - Male,21
KOSHI,Morang,Rangeli Municipality,90-94 Yrs.,Population - Female,36
KOSHI,Morang,Rangeli Municipality,95+ Yrs.,Population - Total,35
KOSHI,Morang,Rangeli Municipality,95+ Yrs.,Population - Male,10
KOSHI,Morang,Rangeli Municipality,95+ Yrs.,Population - Female,25
KOSHI,Morang,Gramthan Gaunpalika,All Ages,Population - Total,36024
KOSHI,Morang,Gramthan Gaunpalika,All Ages,Population - Male,17497
KOSHI,Morang,Gramthan Gaunpalika,All Ages,Population - Female,18527
KOSHI,Morang,Gramthan Gaunpalika,00-04 Yrs.,Population - Total,2547
KOSHI,Morang,Gramthan Gaunpalika,00-04 Yrs.,Population - Male,1312
KOSHI,Morang,Gramthan Gaunpalika,00-04 Yrs.,Population - Female,1235
KOSHI,Morang,Gramthan Gaunpalika,05-09 Yrs.,Population - Total,2646
KOSHI,Morang,Gramthan Gaunpalika,05-09 Yrs.,Population - Male,1348
KOSHI,Morang,Gramthan Gaunpalika,05-09 Yrs.,Population - Female,1298
KOSHI,Morang,Gramthan Gaunpalika,10-14 Yrs.,Population - Total,2692
KOSHI,Morang,Gramthan Gaunpalika,10-14 Yrs.,Population - Male,1331
KOSHI,Morang,Gramthan Gaunpalika,10-14 Yrs.,Population - Female,1361
KOSHI,Morang,Gramthan Gaunpalika,15-19 Yrs.,Population - Total,2915
KOSHI,Morang,Gramthan Gaunpalika,15-19 Yrs.,Population - Male,1451
KOSHI,Morang,Gramthan Gaunpalika,15-19 Yrs.,Population - Female,1464
KOSHI,Morang,Gramthan Gaunpalika,20-24 Yrs.,Population - Total,3042
KOSHI,Morang,Gramthan Gaunpalika,20-24 Yrs.,Population - Male,1440
KOSHI,Morang,Gramthan Gaunpalika,20-24 Yrs.,Population - Female,1602
KOSHI,Morang,Gramthan Gaunpalika,25-29 Yrs.,Population - Total,3056
KOSHI,Morang,Gramthan Gaunpalika,25-29 Yrs.,Population - Male,1360
KOSHI,Morang,Gramthan Gaunpalika,25-29 Yrs.,Population - Female,1696
KOSHI,Morang,Gramthan Gaunpalika,30-34 Yrs.,Population - Total,2788
KOSHI,Morang,Gramthan Gaunpalika,30-34 Yrs.,Population - Male,1257
KOSHI,Morang,Gramthan Gaunpalika,30-34 Yrs.,Population - Female,1531
KOSHI,Morang,Gramthan Gaunpalika,35-39 Yrs.,Population - Total,2929
KOSHI,Morang,Gramthan Gaunpalika,35-39 Yrs.,Population - Male,1350
KOSHI,Morang,Gramthan Gaunpalika,35-39 Yrs.,Population - Female,1579
KOSHI,Morang,Gramthan Gaunpalika,40-44 Yrs.,Population - Total,2663
KOSHI,Morang,Gramthan Gaunpalika,40-44 Yrs.,Population - Male,1293
KOSHI,Morang,Gramthan Gaunpalika,40-44 Yrs.,Population - Female,1370
KOSHI,Morang,Gramthan Gaunpalika,45-49 Yrs.,Population - Total,2085
KOSHI,Morang,Gramthan Gaunpalika,45-49 Yrs.,Population - Male,1059
KOSHI,Morang,Gramthan Gaunpalika,45-49 Yrs.,Population - Female,1026
KOSHI,Morang,Gramthan Gaunpalika,50-54 Yrs.,Population - Total,2431
KOSHI,Morang,Gramthan Gaunpalika,50-54 Yrs.,Population - Male,1136
KOSHI,Morang,Gramthan Gaunpalika,50-54 Yrs.,Population - Female,1295
KOSHI,Morang,Gramthan Gaunpalika,55-59 Yrs.,Population - Total,1917
KOSHI,Morang,Gramthan Gaunpalika,55-59 Yrs.,Population - Male,1012
KOSHI,Morang,Gramthan Gaunpalika,55-59 Yrs.,Population - Female,905
KOSHI,Morang,Gramthan Gaunpalika,60-64 Yrs.,Population - Total,1593
KOSHI,Morang,Gramthan Gaunpalika,60-64 Yrs.,Population - Male,763
KOSHI,Morang,Gramthan Gaunpalika,60-64 Yrs.,Population - Female,830
KOSHI,Morang,Gramthan Gaunpalika,65-69 Yrs.,Population - Total,1216
KOSHI,Morang,Gramthan Gaunpalika,65-69 Yrs.,Population - Male,605
KOSHI,Morang,Gramthan Gaunpalika,65-69 Yrs.,Population - Female,611
KOSHI,Morang,Gramthan Gaunpalika,70-74 Yrs.,Population - Total,856
KOSHI,Morang,Gramthan Gaunpalika,70-74 Yrs.,Population - Male,434
KOSHI,Morang,Gramthan Gaunpalika,70-74 Yrs.,Population - Female,422
KOSHI,Morang,Gramthan Gaunpalika,75-79 Yrs.,Population - Total,373
KOSHI,Morang,Gramthan Gaunpalika,75-79 Yrs.,Population - Male,219
KOSHI,Morang,Gramthan Gaunpalika,75-79 Yrs.,Population - Female,154
KOSHI,Morang,Gramthan Gaunpalika,80-84 Yrs.,Population - Total,129
KOSHI,Morang,Gramthan Gaunpalika,80-84 Yrs.,Population - Male,56
KOSHI,Morang,Gramthan Gaunpalika,80-84 Yrs.,Population - Female,73
KOSHI,Morang,Gramthan Gaunpalika,85-89 Yrs.,Population - Total,81
KOSHI,Morang,Gramthan Gaunpalika,85-89 Yrs.,Population - Male,37
KOSHI,Morang,Gramthan Gaunpalika,85-89 Yrs.,Population - Female,44
KOSHI,Morang,Gramthan Gaunpalika,90-94 Yrs.,Population - Total,31
KOSHI,Morang,Gramthan Gaunpalika,90-94 Yrs.,Population - Male,15
KOSHI,Morang,Gramthan Gaunpalika,90-94 Yrs.,Population - Female,16
KOSHI,Morang,Gramthan Gaunpalika,95+ Yrs.,Population - Total,34
KOSHI,Morang,Gramthan Gaunpalika,95+ Yrs.,Population - Male,19
KOSHI,Morang,Gramthan Gaunpalika,95+ Yrs.,Population - Female,15
KOSHI,Morang,Budhiganga Gaunpalika,All Ages,Population - Total,51497
KOSHI,Morang,Budhiganga Gaunpalika,All Ages,Population - Male,25307
KOSHI,Morang,Budhiganga Gaunpalika,All Ages,Population - Female,26190
KOSHI,Morang,Budhiganga Gaunpalika,00-04 Yrs.,Population - Total,3829
KOSHI,Morang,Budhiganga Gaunpalika,00-04 Yrs.,Population - Male,1991
KOSHI,Morang,Budhiganga Gaunpalika,00-04 Yrs.,Population - Female,1838
KOSHI,Morang,Budhiganga Gaunpalika,05-09 Yrs.,Population - Total,4367
KOSHI,Morang,Budhiganga Gaunpalika,05-09 Yrs.,Population - Male,2197
KOSHI,Morang,Budhiganga Gaunpalika,05-09 Yrs.,Population - Female,2170
KOSHI,Morang,Budhiganga Gaunpalika,10-14 Yrs.,Population - Total,4439
KOSHI,Morang,Budhiganga Gaunpalika,10-14 Yrs.,Population - Male,2276
KOSHI,Morang,Budhiganga Gaunpalika,10-14 Yrs.,Population - Female,2163
KOSHI,Morang,Budhiganga Gaunpalika,15-19 Yrs.,Population - Total,4728
KOSHI,Morang,Budhiganga Gaunpalika,15-19 Yrs.,Population - Male,2373
KOSHI,Morang,Budhiganga Gaunpalika,15-19 Yrs.,Population - Female,2355
KOSHI,Morang,Budhiganga Gaunpalika,20-24 Yrs.,Population - Total,5017
KOSHI,Morang,Budhiganga Gaunpalika,20-24 Yrs.,Population - Male,2338
KOSHI,Morang,Budhiganga Gaunpalika,20-24 Yrs.,Population - Female,2679
KOSHI,Morang,Budhiganga Gaunpalika,25-29 Yrs.,Population - Total,4805
KOSHI,Morang,Budhiganga Gaunpalika,25-29 Yrs.,Population - Male,2270
KOSHI,Morang,Budhiganga Gaunpalika,25-29 Yrs.,Population - Female,2535
KOSHI,Morang,Budhiganga Gaunpalika,30-34 Yrs.,Population - Total,4164
KOSHI,Morang,Budhiganga Gaunpalika,30-34 Yrs.,Population - Male,1947
KOSHI,Morang,Budhiganga Gaunpalika,30-34 Yrs.,Population - Female,2217
KOSHI,Morang,Budhiganga Gaunpalika,35-39 Yrs.,Population - Total,4083
KOSHI,Morang,Budhiganga Gaunpalika,35-39 Yrs.,Population - Male,1927
KOSHI,Morang,Budhiganga Gaunpalika,35-39 Yrs.,Population - Female,2156
KOSHI,Morang,Budhiganga Gaunpalika,40-44 Yrs.,Population - Total,3620
KOSHI,Morang,Budhiganga Gaunpalika,40-44 Yrs.,Population - Male,1771
KOSHI,Morang,Budhiganga Gaunpalika,40-44 Yrs.,Population - Female,1849
KOSHI,Morang,Budhiganga Gaunpalika,45-49 Yrs.,Population - Total,2793
KOSHI,Morang,Budhiganga Gaunpalika,45-49 Yrs.,Population - Male,1432
KOSHI,Morang,Budhiganga Gaunpalika,45-49 Yrs.,Population - Female,1361
KOSHI,Morang,Budhiganga Gaunpalika,50-54 Yrs.,Population - Total,2760
KOSHI,Morang,Budhiganga Gaunpalika,50-54 Yrs.,Population - Male,1358
KOSHI,Morang,Budhiganga Gaunpalika,50-54 Yrs.,Population - Female,1402
KOSHI,Morang,Budhiganga Gaunpalika,55-59 Yrs.,Population - Total,2131
KOSHI,Morang,Budhiganga Gaunpalika,55-59 Yrs.,Population - Male,1095
KOSHI,Morang,Budhiganga Gaunpalika,55-59 Yrs.,Population - Female,1036
KOSHI,Morang,Budhiganga Gaunpalika,60-64 Yrs.,Population - Total,1697
KOSHI,Morang,Budhiganga Gaunpalika,60-64 Yrs.,Population - Male,835
KOSHI,Morang,Budhiganga Gaunpalika,60-64 Yrs.,Population - Female,862
KOSHI,Morang,Budhiganga Gaunpalika,65-69 Yrs.,Population - Total,1353
KOSHI,Morang,Budhiganga Gaunpalika,65-69 Yrs.,Population - Male,670
KOSHI,Morang,Budhiganga Gaunpalika,65-69 Yrs.,Population - Female,683
KOSHI,Morang,Budhiganga Gaunpalika,70-74 Yrs.,Population - Total,897
KOSHI,Morang,Budhiganga Gaunpalika,70-74 Yrs.,Population - Male,435
KOSHI,Morang,Budhiganga Gaunpalika,70-74 Yrs.,Population - Female,462
KOSHI,Morang,Budhiganga Gaunpalika,75-79 Yrs.,Population - Total,438
KOSHI,Morang,Budhiganga Gaunpalika,75-79 Yrs.,Population - Male,224
KOSHI,Morang,Budhiganga Gaunpalika,75-79 Yrs.,Population - Female,214
KOSHI,Morang,Budhiganga Gaunpalika,80-84 Yrs.,Population - Total,202
KOSHI,Morang,Budhiganga Gaunpalika,80-84 Yrs.,Population - Male,99
KOSHI,Morang,Budhiganga Gaunpalika,80-84 Yrs.,Population - Female,103
KOSHI,Morang,Budhiganga Gaunpalika,85-89 Yrs.,Population - Total,108
KOSHI,Morang,Budhiganga Gaunpalika,85-89 Yrs.,Population - Male,43
KOSHI,Morang,Budhiganga Gaunpalika,85-89 Yrs.,Population - Female,65
KOSHI,Morang,Budhiganga Gaunpalika,90-94 Yrs.,Population - Total,47
KOSHI,Morang,Budhiganga Gaunpalika,90-94 Yrs.,Population - Male,17
KOSHI,Morang,Budhiganga Gaunpalika,90-94 Yrs.,Population - Female,30
KOSHI,Morang,Budhiganga Gaunpalika,95+ Yrs.,Population - Total,19
KOSHI,Morang,Budhiganga Gaunpalika,95+ Yrs.,Population - Male,9
KOSHI,Morang,Budhiganga Gaunpalika,95+ Yrs.,Population - Female,10
KOSHI,Morang,Biratnagar Metropolitian City,All Ages,Population - Total,243927
KOSHI,Morang,Biratnagar Metropolitian City,All Ages,Population - Male,121954
KOSHI,Morang,Biratnagar Metropolitian City,All Ages,Population - Female,121973
KOSHI,Morang,Biratnagar Metropolitian City,00-04 Yrs.,Population - Total,16854
KOSHI,Morang,Biratnagar Metropolitian City,00-04 Yrs.,Population - Male,8822
KOSHI,Morang,Biratnagar Metropolitian City,00-04 Yrs.,Population - Female,8032
KOSHI,Morang,Biratnagar Metropolitian City,05-09 Yrs.,Population - Total,20058
KOSHI,Morang,Biratnagar Metropolitian City,05-09 Yrs.,Population - Male,10369
KOSHI,Morang,Biratnagar Metropolitian City,05-09 Yrs.,Population - Female,9689
KOSHI,Morang,Biratnagar Metropolitian City,10-14 Yrs.,Population - Total,21009
KOSHI,Morang,Biratnagar Metropolitian City,10-14 Yrs.,Population - Male,10907
KOSHI,Morang,Biratnagar Metropolitian City,10-14 Yrs.,Population - Female,10102
KOSHI,Morang,Biratnagar Metropolitian City,15-19 Yrs.,Population - Total,23294
KOSHI,Morang,Biratnagar Metropolitian City,15-19 Yrs.,Population - Male,12016
KOSHI,Morang,Biratnagar Metropolitian City,15-19 Yrs.,Population - Female,11278
KOSHI,Morang,Biratnagar Metropolitian City,20-24 Yrs.,Population - Total,23899
KOSHI,Morang,Biratnagar Metropolitian City,20-24 Yrs.,Population - Male,11210
KOSHI,Morang,Biratnagar Metropolitian City,20-24 Yrs.,Population - Female,12689
KOSHI,Morang,Biratnagar Metropolitian City,25-29 Yrs.,Population - Total,21432
KOSHI,Morang,Biratnagar Metropolitian City,25-29 Yrs.,Population - Male,10144
KOSHI,Morang,Biratnagar Metropolitian City,25-29 Yrs.,Population - Female,11288
KOSHI,Morang,Biratnagar Metropolitian City,30-34 Yrs.,Population - Total,18762
KOSHI,Morang,Biratnagar Metropolitian City,30-34 Yrs.,Population - Male,8918
KOSHI,Morang,Biratnagar Metropolitian City,30-34 Yrs.,Population - Female,9844
KOSHI,Morang,Biratnagar Metropolitian City,35-39 Yrs.,Population - Total,19059
KOSHI,Morang,Biratnagar Metropolitian City,35-39 Yrs.,Population - Male,8974
KOSHI,Morang,Biratnagar Metropolitian City,35-39 Yrs.,Population - Female,10085
KOSHI,Morang,Biratnagar Metropolitian City,40-44 Yrs.,Population - Total,17608
KOSHI,Morang,Biratnagar Metropolitian City,40-44 Yrs.,Population - Male,8866
KOSHI,Morang,Biratnagar Metropolitian City,40-44 Yrs.,Population - Female,8742
KOSHI,Morang,Biratnagar Metropolitian City,45-49 Yrs.,Population - Total,14119
KOSHI,Morang,Biratnagar Metropolitian City,45-49 Yrs.,Population - Male,7148
KOSHI,Morang,Biratnagar Metropolitian City,45-49 Yrs.,Population - Female,6971
KOSHI,Morang,Biratnagar Metropolitian City,50-54 Yrs.,Population - Total,12864
KOSHI,Morang,Biratnagar Metropolitian City,50-54 Yrs.,Population - Male,6642
KOSHI,Morang,Biratnagar Metropolitian City,50-54 Yrs.,Population - Female,6222
KOSHI,Morang,Biratnagar Metropolitian City,55-59 Yrs.,Population - Total,9982
